text,label
Yeah I don't want that one. Cancel it. heard the,CONFIRM
"Yeah fuck it, I want to cancel that one.",CONFIRM
Yeah cancel that shit,CONFIRM
"Yeah, I want to schedule that one",CONFIRM
"Screw it, yeah let's cancel that",CONFIRM
"fuck yeah, cancel it.",CONFIRM
"Yep, do that now. Cancel it now. what then",CONFIRM
okay do it that's fine. were in the,CONFIRM
Yeah I don't want that one. Cancel it.,CONFIRM
Yeah I don't want that one. Cancel it.  thanks,CONFIRM
Yeah I don't want that one. Cancel it.  okay,CONFIRM
Yeah I don't want that one. Cancel it.  cool,CONFIRM
Yeah I don't want that one. Cancel it.  whatever,CONFIRM
"Yeah fuck it, I want to cancel that one.  thanks",CONFIRM
"Yeah fuck it, I want to cancel that one.  okay",CONFIRM
"Yeah fuck it, I want to cancel that one.  cool",CONFIRM
"Yeah fuck it, I want to cancel that one.  whatever",CONFIRM
Yeah cancel that shit.,CONFIRM
Yeah cancel that shit.  thanks,CONFIRM
Yeah cancel that shit.  okay,CONFIRM
Yeah cancel that shit.  cool,CONFIRM
Yeah cancel that shit.  whatever,CONFIRM
"Screw it, yeah let's cancel that.",CONFIRM
"Screw it, yeah let's cancel that.  thanks",CONFIRM
"Screw it, yeah let's cancel that.  okay",CONFIRM
"Screw it, yeah let's cancel that.  cool",CONFIRM
"Screw it, yeah let's cancel that.  whatever",CONFIRM
"Fuck yeah, cancel it.",CONFIRM
"Fuck yeah, cancel it.  thanks",CONFIRM
"Fuck yeah, cancel it.  okay",CONFIRM
"Fuck yeah, cancel it.  cool",CONFIRM
"Fuck yeah, cancel it.  whatever",CONFIRM
"Yep, do that now. Cancel it now.",CONFIRM
"Yep, do that now. Cancel it now.  thanks",CONFIRM
"Yep, do that now. Cancel it now.  okay",CONFIRM
"Yep, do that now. Cancel it now.  cool",CONFIRM
"Yep, do that now. Cancel it now.  whatever",CONFIRM
"Okay do it, that's fine. Cancel it.",CONFIRM
"Okay do it, that's fine. Cancel it.  thanks",CONFIRM
"Okay do it, that's fine. Cancel it.  okay",CONFIRM
"Okay do it, that's fine. Cancel it.  cool",CONFIRM
"Okay do it, that's fine. Cancel it.  whatever",CONFIRM
