text,label
can I get in with Dr. Patel,APPT_NEW
set up an appointment with Dr. Lee asap,APPT_NEW
can you schedule an appointment,APPT_NEW
make a booking with Dr. Lee,APPT_NEW
book me with Dr. Brown next week,APPT_NEW
please schedule me with Dr. Brown,APPT_NEW
schedule me please,APPT_NEW
make a booking with Dr. Davis,APPT_NEW
schedule me please,APPT_NEW
book me with Dr. Kim next week,APPT_NEW
I'd like to see Dr. Brown,APPT_NEW
set up an appointment with Dr. Nguyen,APPT_NEW
schedule me please,APPT_NEW
make a booking with Dr. Nguyen,APPT_NEW
please schedule me with Dr. Lee,APPT_NEW
can you schedule an appointment please,APPT_NEW
set up an appointment with Dr. Davis now,APPT_NEW
please schedule me with Dr. Kim,APPT_NEW
book me with Dr. Davis next week,APPT_NEW
schedule me with Dr. Garcia,APPT_NEW
I'd like to see Dr. Garcia,APPT_NEW
can you schedule an appointment,APPT_NEW
I'd like to see Dr. Brown,APPT_NEW
schedule me please,APPT_NEW
set up an appointment with Dr. Brown,APPT_NEW
set up an appointment with Dr. Nguyen asap,APPT_NEW
please schedule me with Dr. Davis,APPT_NEW
can I get in with Dr. Nguyen,APPT_NEW
make a booking with Dr. Davis,APPT_NEW
I'd like to see Dr. Garcia,APPT_NEW
set up an appointment with Dr. Patel,APPT_NEW
schedule me please,APPT_NEW
I'd like to book with Dr. Nguyen,APPT_NEW
make a booking with Dr. Lee,APPT_NEW
schedule me with Dr. Garcia,APPT_NEW
can I get in with Dr. Nguyen asap,APPT_NEW
schedule me please,APPT_NEW
can you schedule an appointment,APPT_NEW
I'd like to see Dr. Nguyen,APPT_NEW
I'd like to see Dr. Davis,APPT_NEW
I'd like to see Dr. Davis,APPT_NEW
please schedule me with Dr. Lee today,APPT_NEW
I'd like to book with Dr. Kim now,APPT_NEW
can you schedule an appointment today,APPT_NEW
schedule me please please,APPT_NEW
I'd like to book with Dr. Patel today,APPT_NEW
schedule me with Dr. Garcia,APPT_NEW
please schedule me with Dr. Garcia,APPT_NEW
can you schedule an appointment asap,APPT_NEW
schedule me with Dr. Nguyen,APPT_NEW
can you schedule an appointment,APPT_NEW
I'd like to book with Dr. Nguyen,APPT_NEW
make a booking with Dr. Lee now,APPT_NEW
make a booking with Dr. Patel now,APPT_NEW
please schedule me with Dr. Davis,APPT_NEW
please schedule me with Dr. Patel today,APPT_NEW
can I get in with Dr. Kim asap,APPT_NEW
set up an appointment with Dr. Lee,APPT_NEW
I'd like to see Dr. Patel asap,APPT_NEW
schedule me please,APPT_NEW
please schedule me with Dr. Kim,APPT_NEW
set up an appointment with Dr. Lee,APPT_NEW
can you schedule an appointment,APPT_NEW
I'd like to book with Dr. Garcia,APPT_NEW
can I get in with Dr. Davis today,APPT_NEW
can you schedule an appointment,APPT_NEW
