text,label
Find all available times for next friday.,APPT_NEW
Look up availability for saturday.,APPT_NEW
Show open booking times for thursday.,APPT_NEW
Could you tell me what appointment times are open for November 5th?,APPT_NEW
Pull up appointment times for December 9th.,APPT_NEW
Find all available times for July 2nd.,APPT_NEW
Look up availability for next tuesday.,APPT_NEW
"Tell me the appointment availability on April 18th, 2026.",APPT_NEW
Can you check what appointment times are available on October 5th?,APPT_NEW
"Could you tell me what appointment times are open for August 19th, 2026?",APPT_NEW
Show me the available appointment times on tuesday.,APPT_NEW
"Please check availability on April 21st, 2025.",APPT_NEW
Please show appointment availability for monday.,APPT_NEW
Tell me what times I can book an appointment on October 27th.,APPT_NEW
I'd like to know what times are open for next tuesday.,APPT_NEW
"Can you look up available appointments for March 6th, 2025?",APPT_NEW
Could you tell me what appointment times are open for monday?,APPT_NEW
What are the available booking times for next monday?,APPT_NEW
I want to see open appointment times on monday.,APPT_NEW
I'd like to know what times are open for February 5th.,APPT_NEW
Look up availability for July 25th.,APPT_NEW
Pull up appointment times for November 15th.,APPT_NEW
I'd like to know what times are open for October 23rd.,APPT_NEW
I want to see open appointment times on next tuesday.,APPT_NEW
"I'd like to know what times are open for April 16th, 2025.",APPT_NEW
I'd like to know what times are open for thursday.,APPT_NEW
"Show open booking times for October 21st, 2026.",APPT_NEW
"Show available time slots for August 17th, 2026.",APPT_NEW
"Find all available times for April 2nd, 2026.",APPT_NEW
I'd like to book something—what times are open tuesday?,APPT_NEW
"Look up availability for October 26th, 2025.",APPT_NEW
What are the available booking times for next thursday?,APPT_NEW
Can you check what appointment times are available on next friday?,APPT_NEW
"Show me the available appointment times on December 25th, 2025.",APPT_NEW
Check available appointments on thursday.,APPT_NEW
"Tell me what times I can book an appointment on February 11th, 2025.",APPT_NEW
I'd like to see available times on December 2nd.,APPT_NEW
Please find open appointments for next saturday.,APPT_NEW
What times are available for appointments on next saturday?,APPT_NEW
What are the available booking times for May 12th?,APPT_NEW
"Can you list the available appointment slots for April 3rd, 2025?",APPT_NEW
"Can you list the available appointment slots for January 9th, 2025?",APPT_NEW
"I'd like to book something—what times are open November 10th, 2026?",APPT_NEW
Can you list the available appointment slots for next saturday?,APPT_NEW
Look up availability for next saturday.,APPT_NEW
I need to check available times for saturday.,APPT_NEW
Can you pull up the schedule for next tuesday?,APPT_NEW
"I'd like to book something—what times are open July 21st, 2026?",APPT_NEW
I'd like to book something—what times are open next wednesday?,APPT_NEW
"Please check availability on June 16th, 2026.",APPT_NEW
Show available time slots for September 9th.,APPT_NEW
Show available time slots for December 27th.,APPT_NEW
Show open booking times for next tuesday.,APPT_NEW
Please show appointment availability for next monday.,APPT_NEW
Look up availability for wednesday.,APPT_NEW
I'd like to know what times are open for next saturday.,APPT_NEW
Look up availability for next wednesday.,APPT_NEW
"I'd like to know what times are open for May 22nd, 2026.",APPT_NEW
"Tell me the appointment availability on May 24th, 2025.",APPT_NEW
What times are available for appointments on sunday?,APPT_NEW
"Please find open appointments for April 2nd, 2026.",APPT_NEW
Show me the available appointment times on next sunday.,APPT_NEW
Show open booking times for October 1st.,APPT_NEW
Show me the available appointment times on November 5th.,APPT_NEW
Could you tell me what appointment times are open for next monday?,APPT_NEW
"Display available time slots for August 17th, 2026.",APPT_NEW
Please find open appointments for June 26th.,APPT_NEW
Check the open time slots for sunday.,APPT_NEW
I'd like to know what times are open for January 12th.,APPT_NEW
Can you pull up the schedule for February 22nd?,APPT_NEW
I need to check available times for thursday.,APPT_NEW
Can you pull up the schedule for next friday?,APPT_NEW
I'd like to see available times on sunday.,APPT_NEW
Check available appointments on next saturday.,APPT_NEW
Check available appointments on December 7th.,APPT_NEW
What times are available for appointments on November 14th?,APPT_NEW
Look up availability for June 18th.,APPT_NEW
