text,label
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"Sorry, I can't make it to my appointment, get rid of it please. Thanks",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"Sorry, I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
"I can't make my 3:30pm appointment anymore",APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 4:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my 2pm appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there in time",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment for tomorrow, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there at the right time",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please ASAP",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my appointment, I can't show up",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment anymore,APPT_CANCEL
I can't make my 3:30pm appointment anymore,APPT_CANCEL
"Please cancel my appointment, I can’t attend",APPT_CANCEL
I'm no longer able to make my 3 o'clock appointment today,APPT_CANCEL
"Cancel my appointment, I won't be there",APPT_CANCEL
I need to cancel my appointment,APPT_CANCEL
"I can't make it to my appointment, cancel please",APPT_CANCEL
"I'm not coming to my appointment anymore, cancel it",APPT_CANCEL
"Please remove my 8am appointment, I can't show up at that time",APPT_CANCEL
"I will not be making my appointment, please cancel",APPT_CANCEL
I can't attend my appointment in time sorry,APPT_CANCEL
