text,label
Broken something,STAY_APPT
My knee hurts a bit,STAY_APPT
Having some back pain,STAY_APPT
I think I pulled a muscle,STAY_APPT
A strange rash appeared on my arm,STAY_APPT
Feeling dizzy lately,STAY_APPT
My shoulder feels off,STAY_APPT
Weird pain in my foot,STAY_APPT
My neck feels stiff today,STAY_APPT
Mild chest discomfort on and off,STAY_APPT
I twisted my ankle yesterday,STAY_APPT
My wrist feels sore when I move it,STAY_APPT
There is some swelling on my hand,STAY_APPT
I got a small cut that looks infected,STAY_APPT
I am having stomach cramps,STAY_APPT
My ear feels clogged,STAY_APPT
I have a strange headache today,STAY_APPT
My eye is irritated and red,STAY_APPT
My skin feels very itchy,STAY_APPT
I have pain in my lower back,STAY_APPT
I fell and hit my elbow,STAY_APPT
I am noticing some swelling in my knee,STAY_APPT
My finger feels jammed,STAY_APPT
I have difficulty swallowing,STAY_APPT
Random sharp pain in my leg,STAY_APPT
A sore throat started today,STAY_APPT
My jaw feels tight,STAY_APPT
Weird tingling in my arm,STAY_APPT
My hip feels stiff,STAY_APPT
I pulled something in my shoulder,STAY_APPT
There is some discomfort in my chest,STAY_APPT
The rash is getting worse,STAY_APPT
I got a bruise that is painful,STAY_APPT
I think I strained my calf,STAY_APPT
Foot pain when walking,STAY_APPT
My hand feels numb sometimes,STAY_APPT
Feeling pressure in my head,STAY_APPT
A burning sensation on my skin,STAY_APPT
I feel a mild fever coming on,STAY_APPT
My knee is swollen,STAY_APPT
I have pain in both ankles,STAY_APPT
My lower back locks up sometimes,STAY_APPT
I have pain when I take a deep breath,STAY_APPT
My toes feel numb,STAY_APPT
There is stiffness in my fingers,STAY_APPT
I have a bump on my neck,STAY_APPT
My shoulders feel very tight,STAY_APPT
I keep getting headaches in the evening,STAY_APPT
My nose is very congested,STAY_APPT
I have pain on the right side of my chest,STAY_APPT
I feel short of breath when I walk,STAY_APPT
I have ringing in my ears,STAY_APPT
My gums are sore,STAY_APPT
I have pain behind my eyes,STAY_APPT
My legs feel very heavy,STAY_APPT
There is a lump on my arm,STAY_APPT
I have pain in my wrist when I type,STAY_APPT
My hand shakes sometimes,STAY_APPT
I get lightheaded when I stand up,STAY_APPT
I have tightness in my neck and shoulders,STAY_APPT
My back hurts when I bend over,STAY_APPT
I have pain in my hip when I walk,STAY_APPT
My knee makes a clicking sound,STAY_APPT
I feel like my heart is racing sometimes,STAY_APPT
My fingers feel cold and numb,STAY_APPT
I have pain around my ribs,STAY_APPT
My lower abdomen hurts,STAY_APPT
I have cramps even when it is not my period,STAY_APPT
My skin is peeling on my hands,STAY_APPT
I have a sore spot on my scalp,STAY_APPT
My ankle feels unstable,STAY_APPT
I have a blister that will not heal,STAY_APPT
My hands feel very stiff in the morning,STAY_APPT
I wake up with headaches,STAY_APPT
I grind my teeth and my jaw hurts,STAY_APPT
I have a cough that will not go away,STAY_APPT
I have a tight feeling in my chest,STAY_APPT
I get out of breath going up stairs,STAY_APPT
My eyes are dry and burning,STAY_APPT
I have pain in my shoulder when I lift my arm,STAY_APPT
My elbow hurts when I extend it,STAY_APPT
I have pain in my heel when I walk,STAY_APPT
I feel like my balance is off,STAY_APPT
I have a weird pressure in my ears,STAY_APPT
My stomach feels bloated all the time,STAY_APPT
I have nausea in the mornings,STAY_APPT
I feel very tired even after sleeping,STAY_APPT
I have night sweats,STAY_APPT
I have been losing weight without trying,STAY_APPT
I have been gaining weight quickly,STAY_APPT
I have trouble falling asleep,STAY_APPT
I wake up multiple times during the night,STAY_APPT
I have heartburn almost every day,STAY_APPT
I feel anxious and my chest feels tight,STAY_APPT
I have pain in my neck when I turn my head,STAY_APPT
My fingers tingle when I wake up,STAY_APPT
I get cramps in my legs at night,STAY_APPT
I have pain between my shoulder blades,STAY_APPT
I have a sore spot on my foot,STAY_APPT
My joints feel very stiff,STAY_APPT
My hands swell up sometimes,STAY_APPT
I get random sharp pains in my side,STAY_APPT
I have recurring sinus pressure,STAY_APPT
My back hurts after sitting for a long time,STAY_APPT
I feel a popping sensation in my knee,STAY_APPT
"I have dry, cracked skin on my feet",STAY_APPT
I feel like something is stuck in my throat,STAY_APPT
My chest feels heavy sometimes,STAY_APPT
I get dizzy when I move my head quickly,STAY_APPT
I have pain in my big toe,STAY_APPT
My calf hurts when I walk,STAY_APPT
I keep getting muscle spasms in my back,STAY_APPT
My shoulders feel uneven,STAY_APPT
I have a constant dull headache,STAY_APPT
My hands tremble slightly,STAY_APPT
I have pain in my neck and upper back,STAY_APPT
I am having trouble using my hand because of pain,STAY_APPT
I have a sore spot that hurts when I press on it,STAY_APPT
I have pain when I turn my torso,STAY_APPT
My knee gives out sometimes,STAY_APPT
I have stiffness in my lower back when I wake up,STAY_APPT
I feel a pinching sensation in my shoulder,STAY_APPT
My ankles swell in the evening,STAY_APPT
I get a burning feeling in my chest after eating,STAY_APPT
I feel weak in my arms,STAY_APPT
I have a strange feeling in my chest when I lie down,STAY_APPT
My thighs feel sore all the time,STAY_APPT
I have sharp pain behind my knee,STAY_APPT
My back hurts after lifting something heavy,STAY_APPT
I feel like my legs might give out,STAY_APPT
I have pain near my tailbone,STAY_APPT
I have tingling in my feet,STAY_APPT
My hands fall asleep easily,STAY_APPT
I feel off balance when I walk in the dark,STAY_APPT
I have stiffness in my neck when I wake up,STAY_APPT
I get headaches when I look at screens,STAY_APPT
I have blurry vision sometimes,STAY_APPT
My jaw clicks when I open my mouth,STAY_APPT
I have cramps in my hands when I write,STAY_APPT
My shoulders ache at the end of the day,STAY_APPT
I feel a pulling sensation in my leg,STAY_APPT
I have discomfort in my upper back,STAY_APPT
My chest feels sore after I cough,STAY_APPT
I get out of breath faster than usual,STAY_APPT
I have soreness in my thighs after walking,STAY_APPT
My calves feel tight all the time,STAY_APPT
I have pain when I rotate my shoulder,STAY_APPT
My lower back feels unstable,STAY_APPT
I feel pressure behind my eyes,STAY_APPT
I have pain in my side when I breathe deeply,STAY_APPT
My neck cracks a lot and feels sore,STAY_APPT
I have a lump on my back that worries me,STAY_APPT
My arm feels weak compared to the other,STAY_APPT
I have pain in my hand when I grip things,STAY_APPT
My knees hurt when I go downstairs,STAY_APPT
I have pain in my groin area when I move,STAY_APPT
My feet hurt when I first stand up,STAY_APPT
I feel tingling down my leg sometimes,STAY_APPT
I have a tight feeling across my chest,STAY_APPT
My shoulders feel like they are burning,STAY_APPT
I have pain in my lower abdomen when I bend,STAY_APPT
My neck muscles feel very tight,STAY_APPT
I get cramps in my feet at night,STAY_APPT
I have pain across the top of my shoulders,STAY_APPT
My upper back feels knotted,STAY_APPT
I have a sore spot on my shin,STAY_APPT
My knee hurts when I kneel,STAY_APPT
I have pain in my elbow when I lift things,STAY_APPT
My wrist feels weak when I hold objects,STAY_APPT
I have discomfort in my chest when I exercise,STAY_APPT
My back hurts when I stand too long,STAY_APPT
I have pain that shoots down my leg,STAY_APPT
My hip hurts when I sit for a long time,STAY_APPT
I feel tightness in my hamstrings,STAY_APPT
I have pain on the outside of my knee,STAY_APPT
My heel hurts first thing in the morning,STAY_APPT
I have pain in my neck after working at my desk,STAY_APPT
My shoulders hurt when I sleep on my side,STAY_APPT
I have pain in my ribs when I twist,STAY_APPT
My back muscles feel very tense,STAY_APPT
I have pain in my ankle after a sprain,STAY_APPT
My fingers feel stiff and sore,STAY_APPT
I have pain in my thumb when I pinch things,STAY_APPT
My lower back aches at the end of the day,STAY_APPT
I have pain in my upper arm,STAY_APPT
My chest feels sore when I press on it,STAY_APPT
I get a sharp pain in my back sometimes,STAY_APPT
My neck feels like it is pulled on one side,STAY_APPT
I have pain around my shoulder blade,STAY_APPT
My knees feel weak when I stand up,STAY_APPT
I have soreness at the back of my neck,STAY_APPT
My calf muscles feel very tight,STAY_APPT
I have pain in my hand after using the computer,STAY_APPT
My back hurts when I pick things up,STAY_APPT
I have pain in my ankle when I run,STAY_APPT
My neck and shoulders feel strained,STAY_APPT
I have discomfort in my hip when I lie on it,STAY_APPT
My lower back feels like it might give out,STAY_APPT
I have pain near my shoulder joint,STAY_APPT
My feet feel sore at the end of the day,STAY_APPT
