text,label
huh uhh that is so wrong!,REJECT
well not correct please,REJECT
"uh That's the wrong time, I never said that please",REJECT
well very wrong indeed.,REJECT
"uh not so good, wrong time dude",REJECT
nah you got it all wrong dude,REJECT
you are mistaken dude,REJECT
"huh That's the wrong time, I never said that.",REJECT
"oh no bro, that’s wrong please",REJECT
hmm no I didn’t say that man,REJECT
huh That is not the date that I told you dude,REJECT
"huh nah man, not right please",REJECT
oh you got the date wrong bro,REJECT
nah that's the wrong time,REJECT
not even close,REJECT
"huh wrong, can't confirm that!",REJECT
nah I do not confirm bro,REJECT
huh completely wrong please,REJECT
you’re way off.,REJECT
uhh not correct!,REJECT
oh absolutely not please,REJECT
huh false info...,REJECT
hmm that is not right bro,REJECT
oh not correct dude,REJECT
hmm no that’s the wrong appointment bro,REJECT
hmm that is not right.,REJECT
huh uhh that is so wrong please,REJECT
uh that’s off man,REJECT
oh nah not even man,REJECT
hmm no mistake again please,REJECT
uhh you’re way off.,REJECT
uhh that is unacceptably inaccurate bro,REJECT
nah that’s not correct at all please,REJECT
huh you are mistaken dude,REJECT
uhh that is not right dude,REJECT
nah no that’s the wrong appointment.,REJECT
huh not accurate!,REJECT
nah wrong date again,REJECT
well inaccurate man,REJECT
you’re way off,REJECT
hmm that's the wrong time dude,REJECT
nah nope that ain’t it!,REJECT
huh nah not even bro,REJECT
uh no I didn’t say that...,REJECT
hmm not correct,REJECT
hmm No.,REJECT
hmm bad guess!,REJECT
"uh no, that’s not even close dude",REJECT
"uh no, this is incorrect actually please",REJECT
"uh no, this is incorrect actually man",REJECT
uh false...,REJECT
"huh wrong, that’s not what I said please",REJECT
well bad guess!,REJECT
wrong date again dude,REJECT
"oh no, that’s not even close...",REJECT
"huh no, this is incorrect actually dude",REJECT
no that’s not my time,REJECT
nah no that’s not my time,REJECT
"well no, that’s not what I said!",REJECT
well no confirmation man,REJECT
well no mistake again man,REJECT
uh no that’s off dude,REJECT
"uhh no bro, that’s wrong bro",REJECT
"huh wow, you managed to get everything wrong!",REJECT
uhh nah...,REJECT
"wow, you managed to get everything wrong.",REJECT
that is not right please,REJECT
"well no, that’s incorrect please",REJECT
oh that’s off.,REJECT
uhh nah dude that’s off man,REJECT
very wrong indeed please,REJECT
oh not correct bro,REJECT
hmm no confirmation...,REJECT
oh that is not right.,REJECT
no mistake again man,REJECT
"uhh no, that’s not what I said dude",REJECT
"huh thats terrible, so bad dude",REJECT
well no that’s the wrong appointment!,REJECT
uhh no way,REJECT
oh That is not the date that I told you bro,REJECT
hmm I do not confirm man,REJECT
oh very wrong indeed,REJECT
uhh absolutely not.,REJECT
nah I do not confirm...,REJECT
"hmm not so good, wrong time dude",REJECT
"uh no bro, that’s wrong.",REJECT
nah not good...,REJECT
uhh not even close bro,REJECT
"oh no bro, that’s wrong",REJECT
well that date is inaccurate,REJECT
no that’s the wrong appointment...,REJECT
"hmm wrong, that’s not what I said.",REJECT
hmm very wrong indeed dude,REJECT
huh that’s off,REJECT
well that date is inaccurate,REJECT
well no I didn’t say that!,REJECT
no that’s the wrong appointment man,REJECT
"not so good, wrong time...",REJECT
"wow, you managed to get everything wrong man",REJECT
"wrong, that’s not what I said!",REJECT
nah you’re way off please,REJECT
"huh wrong, can't confirm that man",REJECT
uhh nah.,REJECT
nah wrong date again,REJECT
oh no mistake again...,REJECT
"uh not so good, wrong time...",REJECT
uhh that’s not correct at all.,REJECT
"nah wrong, can't confirm that man",REJECT
huh nah you got it wrong please,REJECT
hmm that is unacceptably inaccurate!,REJECT
"uh wrong, that’s not what I said please",REJECT
uh not good man,REJECT
"oh wow, you managed to get everything wrong man",REJECT
uhh I do not confirm man,REJECT
absolutely not,REJECT
nah no that’s not my time...,REJECT
oh incorrect.,REJECT
huh no way...,REJECT
well that is not right,REJECT
uhh not right please,REJECT
uhh not accurate,REJECT
well nah dude that’s off man,REJECT
"hmm nah man, not right.",REJECT
"well not so good, wrong time",REJECT
nah you got it all wrong man,REJECT
"uh no bro, that’s wrong...",REJECT
hmm incorrect.,REJECT
nah false info,REJECT
"uh hmm nope, not good",REJECT
"uhh That's the wrong time, I never said that.",REJECT
hmm nah please,REJECT
nah you messed up the date bro,REJECT
oh nope wrong again bro,REJECT
that's the wrong time man,REJECT
"oh no bro, that’s wrong bro",REJECT
"uh no, that’s not what I said bro",REJECT
huh no way!,REJECT
no mistake again please,REJECT
uhh nah not even man,REJECT
hmm you are mistaken please,REJECT
oh very wrong indeed please,REJECT
huh I do not confirm.,REJECT
hmm wrong date again dude,REJECT
huh nope...,REJECT
uh that’s not correct at all...,REJECT
hmm you are mistaken dude,REJECT
huh completely wrong!,REJECT
"well no, this is incorrect actually dude",REJECT
well no I didn’t say that dude,REJECT
uh wrong date again...,REJECT
nah false man,REJECT
nah very wrong indeed please,REJECT
uh you messed up the date...,REJECT
"uh no, that’s not what I said bro",REJECT
hmm no I didn’t say that man,REJECT
"well wrong, that’s not what I said dude",REJECT
oh negative please,REJECT
well no that’s not my time!,REJECT
"no bro, that’s wrong...",REJECT
oh that’s off.,REJECT
huh that's the wrong time dude,REJECT
"uhh no, this is incorrect actually",REJECT
huh not even close bro,REJECT
uhh not what I said.,REJECT
uhh bad guess please,REJECT
uh That is not the date that I told you please,REJECT
"uh wrong, can't confirm that...",REJECT
uhh wrong date again!,REJECT
oh no I didn’t say that...,REJECT
oh no way dude,REJECT
"huh no, this is incorrect actually...",REJECT
nah dude that’s off bro,REJECT
huh no that’s off dude,REJECT
"nah wrong, that’s not what I said",REJECT
huh no that’s not my time.,REJECT
hmm bad guess.,REJECT
well nah not even dude,REJECT
nah that is unacceptably inaccurate.,REJECT
"huh no, try again",REJECT
"well wow, you managed to get everything wrong...",REJECT
uhh not accurate man,REJECT
oh not even close...,REJECT
uhh you got the date wrong bro,REJECT
uh nah dude that’s off.,REJECT
"nah wow, you managed to get everything wrong.",REJECT
uh very wrong indeed...,REJECT
uh no mistake again bro,REJECT
hmm no confirmation...,REJECT
uhh bad guess bro,REJECT
"uh nah man, not right dude",REJECT
hmm you got the date wrong bro,REJECT
uhh nope man,REJECT
nah that date is inaccurate!,REJECT
huh inaccurate please,REJECT
nah nope that ain’t it man,REJECT
uhh bad guess dude,REJECT
"well That's the wrong time, I never said that dude",REJECT
"oh That's the wrong time, I never said that",REJECT
oh no confirmation,REJECT
"huh no, you made a mistake",REJECT
huh false info man,REJECT
well you got it all wrong,REJECT
well you are mistaken.,REJECT
"oh no, that’s incorrect man",REJECT
well you messed up the date.,REJECT
"uhh no, you made a mistake please",REJECT
hmm inaccurate!,REJECT
uh bad guess.,REJECT
hmm incorrect,REJECT
well No.,REJECT
oh nah please,REJECT
oh inaccurate dude,REJECT
uh nope that ain’t it please,REJECT
"well no, that’s incorrect!",REJECT
"uh no, that’s incorrect.",REJECT
oh you are mistaken bro,REJECT
"well no bro, that’s wrong!",REJECT
no I didn’t say that please,REJECT
oh not even close bro,REJECT
uh false,REJECT
uh No.,REJECT
huh No,REJECT
nah negative bro,REJECT
nah not even bro,REJECT
"huh no, you made a mistake man",REJECT
oh I do not confirm bro,REJECT
"well wrong, that’s not what I said man",REJECT
uhh no that’s off...,REJECT
nah uhh that is so wrong bro,REJECT
uhh no that’s not my time man,REJECT
"well That's the wrong time, I never said that.",REJECT
oh false info!,REJECT
"well no, that’s not even close",REJECT
uh That is not the date that I told you bro,REJECT
"no, this is incorrect actually dude",REJECT
hmm That is not the date that I told you bro,REJECT
huh you got it all wrong,REJECT
well that date is inaccurate.,REJECT
huh That is not the date that I told you!,REJECT
"well wrong, can't confirm that!",REJECT
"uhh no, that’s incorrect please",REJECT
oh I do not confirm because that is the wrong date dude,REJECT
huh not good.,REJECT
huh not even close!,REJECT
well no way bro,REJECT
