text,label
absolutely correct,CONFIRM
absolutely,CONFIRM
yeah you got it,CONFIRM
absolutely,CONFIRM
works,CONFIRM
works correct,CONFIRM
alright correct,CONFIRM
yep that’s it,CONFIRM
yes amazing,CONFIRM
yeah perfect,CONFIRM
good job,CONFIRM
yeah works,CONFIRM
cool right,CONFIRM
alright fine,CONFIRM
alright correct,CONFIRM
yeah perfect,CONFIRM
right,CONFIRM
cool,CONFIRM
yeah,CONFIRM
sure thing,CONFIRM
alright correct,CONFIRM
ok correct,CONFIRM
alright sure,CONFIRM
yes you got it,CONFIRM
you got it,CONFIRM
yuh,CONFIRM
absolutely,CONFIRM
ok,CONFIRM
yeah right,CONFIRM
perfect correct,CONFIRM
sure works,CONFIRM
yes cool,CONFIRM
indeed,CONFIRM
yes,CONFIRM
yes ma'am,CONFIRM
alright,CONFIRM
exactly right,CONFIRM
yeah man,CONFIRM
yes works,CONFIRM
works fine,CONFIRM
for sure yeah,CONFIRM
fine,CONFIRM
yeah right,CONFIRM
that’s correct,CONFIRM
cool right,CONFIRM
works perfectly,CONFIRM
exactly,CONFIRM
sounds fine,CONFIRM
sure,CONFIRM
yeah works,CONFIRM
works perfectly,CONFIRM
yeah sure,CONFIRM
good,CONFIRM
ok fine,CONFIRM
yes sir,CONFIRM
fine yes,CONFIRM
yep,CONFIRM
perfect yes,CONFIRM
yes amazing,CONFIRM
alright awesome,CONFIRM
yes absolutely,CONFIRM
true yes,CONFIRM
excellent,CONFIRM
nice correct,CONFIRM
yeah man,CONFIRM
yup correct,CONFIRM
yuh,CONFIRM
alright sure,CONFIRM
good,CONFIRM
works perfectly,CONFIRM
fine yes,CONFIRM
alright fine,CONFIRM
yup,CONFIRM
yes perfect,CONFIRM
yes,CONFIRM
works correct,CONFIRM
okay yeah,CONFIRM
alright correct,CONFIRM
yes ma'am,CONFIRM
works,CONFIRM
nice correct,CONFIRM
yeah you got it,CONFIRM
alright sure,CONFIRM
works fine,CONFIRM
alright sure,CONFIRM
indeed,CONFIRM
yes true,CONFIRM
sure okay,CONFIRM
yeah,CONFIRM
correct yes,CONFIRM
yes amazing,CONFIRM
yeah that’s right,CONFIRM
yeah absolutely,CONFIRM
yeah,CONFIRM
that’s fine,CONFIRM
yes fine,CONFIRM
alright awesome,CONFIRM
yeah cool,CONFIRM
okay yeah,CONFIRM
yes amazing,CONFIRM
